menu_display_2	https://github.com/louispaulet/menu_display_2.git
seamless-tester	https://github.com/louispaulet/seamless-tester.git
plan_the_week_in_menus	https://github.com/louispaulet/plan_the_week_in_menus.git
pretty_cats	https://github.com/louispaulet/pretty_cats.git
louispaulet.github.io	https://github.com/louispaulet/louispaulet.github.io.git
louispaulet	https://github.com/louispaulet/louispaulet.git
crossref_news	https://github.com/louispaulet/crossref_news.git
summarize_youtube_video	https://github.com/louispaulet/summarize_youtube_video.git
hotpepperz	https://github.com/louispaulet/hotpepperz.git
dbx_repo_course_day_2	https://github.com/louispaulet/dbx_repo_course_day_2.git
groq_funny_stuff	https://github.com/louispaulet/groq_funny_stuff.git
ratp_time	https://github.com/louispaulet/ratp_time.git
hatvp-w-codex	https://github.com/louispaulet/hatvp-w-codex.git
local_gpu_batch	https://github.com/louispaulet/local_gpu_batch.git
generative_website	https://github.com/louispaulet/generative_website.git
maze_benchmark	https://github.com/louispaulet/maze_benchmark.git
head_checker	https://github.com/louispaulet/head_checker.git
gpt_recommender	https://github.com/louispaulet/gpt_recommender.git
checkout_documentation	https://github.com/louispaulet/checkout_documentation.git
image_gen_1	https://github.com/louispaulet/image_gen_1.git
gpu_monitoring	https://github.com/louispaulet/gpu_monitoring.git
polling_prompts	https://github.com/louispaulet/polling_prompts.git
simple_game_of_life	https://github.com/louispaulet/simple_game_of_life.git
opensearch_xml_ingest	https://github.com/louispaulet/opensearch_xml_ingest.git
mnist_client	https://github.com/louispaulet/mnist_client.git
menu_display	https://github.com/louispaulet/menu_display.git
timeline_frontend	https://github.com/louispaulet/timeline_frontend.git
hatvp_reactjs_viz	https://github.com/louispaulet/hatvp_reactjs_viz.git
timeline_light	https://github.com/louispaulet/timeline_light.git
timeline_backend	https://github.com/louispaulet/timeline_backend.git
dirty_candidates_map	https://github.com/louispaulet/dirty_candidates_map.git
benchmark_experiments	https://github.com/louispaulet/benchmark_experiments.git
hatvp_streamlit_dataviz	https://github.com/louispaulet/hatvp_streamlit_dataviz.git
hatvp_rag_front	https://github.com/louispaulet/hatvp_rag_front.git
hatvp_rag_api	https://github.com/louispaulet/hatvp_rag_api.git
hatvp_rag	https://github.com/louispaulet/hatvp_rag.git
local_audio_generation	https://github.com/louispaulet/local_audio_generation.git
vllm_local_llm	https://github.com/louispaulet/vllm_local_llm.git
open_interpreter_docker	https://github.com/louispaulet/open_interpreter_docker.git
Retrieval-based-Voice-Conversion-WebUI-Backup	https://github.com/louispaulet/Retrieval-based-Voice-Conversion-WebUI-Backup.git
mistral_api	https://github.com/louispaulet/mistral_api.git
llm_lora_docker_compose	https://github.com/louispaulet/llm_lora_docker_compose.git
hatvp_viz_website	https://github.com/louispaulet/hatvp_viz_website.git
imdb_embeddings	https://github.com/louispaulet/imdb_embeddings.git
simple_jarvis	https://github.com/louispaulet/simple_jarvis.git
problems_and_solutions	https://github.com/louispaulet/problems_and_solutions.git
hatvp_viz	https://github.com/louispaulet/hatvp_viz.git
link_list	https://github.com/louispaulet/link_list.git
static_dashboard	https://github.com/louispaulet/static_dashboard.git
top_secret_docs	https://github.com/louispaulet/top_secret_docs.git
gpt4_readline	https://github.com/louispaulet/gpt4_readline.git
images_on_a_map	https://github.com/louispaulet/images_on_a_map.git
artstation_chrome_ext	https://github.com/louispaulet/artstation_chrome_ext.git
elk_test	https://github.com/louispaulet/elk_test.git
relgraph-GPT	https://github.com/louispaulet/relgraph-GPT.git
relationship_graphs	https://github.com/louispaulet/relationship_graphs.git
light_json_to_MTG	https://github.com/louispaulet/light_json_to_MTG.git
whisper_docker_compose	https://github.com/louispaulet/whisper_docker_compose.git
karaoke_light	https://github.com/louispaulet/karaoke_light.git
roberta_fine_tuning	https://github.com/louispaulet/roberta_fine_tuning.git
parody_news_website	https://github.com/louispaulet/parody_news_website.git
