menu_display_2	git@github.com:louispaulet/menu_display_2.git
seamless-tester	git@github.com:louispaulet/seamless-tester.git
plan_the_week_in_menus	git@github.com:louispaulet/plan_the_week_in_menus.git
pretty_cats	git@github.com:louispaulet/pretty_cats.git
louispaulet.github.io	git@github.com:louispaulet/louispaulet.github.io.git
louispaulet	git@github.com:louispaulet/louispaulet.git
crossref_news	git@github.com:louispaulet/crossref_news.git
summarize_youtube_video	git@github.com:louispaulet/summarize_youtube_video.git
hotpepperz	git@github.com:louispaulet/hotpepperz.git
dbx_repo_course_day_2	git@github.com:louispaulet/dbx_repo_course_day_2.git
groq_funny_stuff	git@github.com:louispaulet/groq_funny_stuff.git
ratp_time	git@github.com:louispaulet/ratp_time.git
hatvp-w-codex	git@github.com:louispaulet/hatvp-w-codex.git
local_gpu_batch	git@github.com:louispaulet/local_gpu_batch.git
generative_website	git@github.com:louispaulet/generative_website.git
maze_benchmark	git@github.com:louispaulet/maze_benchmark.git
head_checker	git@github.com:louispaulet/head_checker.git
gpt_recommender	git@github.com:louispaulet/gpt_recommender.git
checkout_documentation	git@github.com:louispaulet/checkout_documentation.git
image_gen_1	git@github.com:louispaulet/image_gen_1.git
gpu_monitoring	git@github.com:louispaulet/gpu_monitoring.git
polling_prompts	git@github.com:louispaulet/polling_prompts.git
simple_game_of_life	git@github.com:louispaulet/simple_game_of_life.git
opensearch_xml_ingest	git@github.com:louispaulet/opensearch_xml_ingest.git
mnist_client	git@github.com:louispaulet/mnist_client.git
menu_display	git@github.com:louispaulet/menu_display.git
timeline_frontend	git@github.com:louispaulet/timeline_frontend.git
hatvp_reactjs_viz	git@github.com:louispaulet/hatvp_reactjs_viz.git
timeline_light	git@github.com:louispaulet/timeline_light.git
timeline_backend	git@github.com:louispaulet/timeline_backend.git
dirty_candidates_map	git@github.com:louispaulet/dirty_candidates_map.git
benchmark_experiments	git@github.com:louispaulet/benchmark_experiments.git
hatvp_streamlit_dataviz	git@github.com:louispaulet/hatvp_streamlit_dataviz.git
hatvp_rag_front	git@github.com:louispaulet/hatvp_rag_front.git
hatvp_rag_api	git@github.com:louispaulet/hatvp_rag_api.git
hatvp_rag	git@github.com:louispaulet/hatvp_rag.git
local_audio_generation	git@github.com:louispaulet/local_audio_generation.git
vllm_local_llm	git@github.com:louispaulet/vllm_local_llm.git
open_interpreter_docker	git@github.com:louispaulet/open_interpreter_docker.git
Retrieval-based-Voice-Conversion-WebUI-Backup	git@github.com:louispaulet/Retrieval-based-Voice-Conversion-WebUI-Backup.git
mistral_api	git@github.com:louispaulet/mistral_api.git
llm_lora_docker_compose	git@github.com:louispaulet/llm_lora_docker_compose.git
hatvp_viz_website	git@github.com:louispaulet/hatvp_viz_website.git
imdb_embeddings	git@github.com:louispaulet/imdb_embeddings.git
simple_jarvis	git@github.com:louispaulet/simple_jarvis.git
problems_and_solutions	git@github.com:louispaulet/problems_and_solutions.git
hatvp_viz	git@github.com:louispaulet/hatvp_viz.git
link_list	git@github.com:louispaulet/link_list.git
static_dashboard	git@github.com:louispaulet/static_dashboard.git
top_secret_docs	git@github.com:louispaulet/top_secret_docs.git
gpt4_readline	git@github.com:louispaulet/gpt4_readline.git
images_on_a_map	git@github.com:louispaulet/images_on_a_map.git
artstation_chrome_ext	git@github.com:louispaulet/artstation_chrome_ext.git
elk_test	git@github.com:louispaulet/elk_test.git
relgraph-GPT	git@github.com:louispaulet/relgraph-GPT.git
relationship_graphs	git@github.com:louispaulet/relationship_graphs.git
light_json_to_MTG	git@github.com:louispaulet/light_json_to_MTG.git
whisper_docker_compose	git@github.com:louispaulet/whisper_docker_compose.git
karaoke_light	git@github.com:louispaulet/karaoke_light.git
roberta_fine_tuning	git@github.com:louispaulet/roberta_fine_tuning.git
parody_news_website	git@github.com:louispaulet/parody_news_website.git
qag_viewer	git@github.com:louispaulet/qag_viewer.git
recipe_display	git@github.com:louispaulet/recipe_display.git
qag_dataflow	git@github.com:louispaulet/qag_dataflow.git
card_share	git@github.com:louispaulet/card_share.git
card_display	git@github.com:louispaulet/card_display.git
louispaulet.github.io_old	git@github.com:louispaulet/louispaulet.github.io_old.git
loulou_blog	git@github.com:louispaulet/loulou_blog.git
tortoise-tts-docker	git@github.com:louispaulet/tortoise-tts-docker.git
ai_art_ressources	git@github.com:louispaulet/ai_art_ressources.git
tortoise-tts-fast	git@github.com:louispaulet/tortoise-tts-fast.git
manalyzer	git@github.com:louispaulet/manalyzer.git
jekyll-docker-compose-hello-world	git@github.com:louispaulet/jekyll-docker-compose-hello-world.git
ETL_tests	git@github.com:louispaulet/ETL_tests.git
OpenAI_CLIP-REACT-FLASK	git@github.com:louispaulet/OpenAI_CLIP-REACT-FLASK.git
MNIST-KERAS-FLASK-JS	git@github.com:louispaulet/MNIST-KERAS-FLASK-JS.git
eyeo_case_study	git@github.com:louispaulet/eyeo_case_study.git
docker_stable_diffusion_v2	git@github.com:louispaulet/docker_stable_diffusion_v2.git
sort_framed_and_unframed_paintings	git@github.com:louispaulet/sort_framed_and_unframed_paintings.git
FILM_frame_interpolation_docker	git@github.com:louispaulet/FILM_frame_interpolation_docker.git
ffmpeg_jupyterlab_docker	git@github.com:louispaulet/ffmpeg_jupyterlab_docker.git
RealESRGAN_docker_local_gpu	git@github.com:louispaulet/RealESRGAN_docker_local_gpu.git
stable-diffusion-jupyterlab-docker	git@github.com:louispaulet/stable-diffusion-jupyterlab-docker.git
GFPGAN_docker_local_gpu	git@github.com:louispaulet/GFPGAN_docker_local_gpu.git
french_bible	git@github.com:louispaulet/french_bible.git
take-home-ds-case2-louis-paulet	git@github.com:louispaulet/take-home-ds-case2-louis-paulet.git
senat_parse	git@github.com:louispaulet/senat_parse.git
nantes_polytech_data_science	git@github.com:louispaulet/nantes_polytech_data_science.git
pdf_watermark_pipeline	git@github.com:louispaulet/pdf_watermark_pipeline.git
react-flask-app	git@github.com:louispaulet/react-flask-app.git
OCRmyPDF_google_colab	git@github.com:louispaulet/OCRmyPDF_google_colab.git
Data_dependencies_and_data_integration_course	git@github.com:louispaulet/Data_dependencies_and_data_integration_course.git
randomForestClassifierVisualizationProject	git@github.com:louispaulet/randomForestClassifierVisualizationProject.git
esp32_control_panel	git@github.com:louispaulet/esp32_control_panel.git
pattern_mining_course	git@github.com:louispaulet/pattern_mining_course.git
Classfication_and_Representation_Learning_course	git@github.com:louispaulet/Classfication_and_Representation_Learning_course.git
pmu	git@github.com:louispaulet/pmu.git
French-zip-code	git@github.com:louispaulet/French-zip-code.git
logger-extra-bundle	git@github.com:louispaulet/logger-extra-bundle.git
distributed_systems_project	git@github.com:louispaulet/distributed_systems_project.git
Taquin	git@github.com:louispaulet/Taquin.git
php-tibems	git@github.com:louispaulet/php-tibems.git
taquin-solver	git@github.com:louispaulet/taquin-solver.git
